Title,Ingredients,Instructions
grilled_salmon,"['4 (6-ounce) skin-on wild-caught salmon fillets', '1/2 cup extra virgin olive oil, plus more for grilling', '1 tablespoon grated Meyer or regular lemon zest', 'Juice of 2 Meyer lemons (see head note) or regular lemons, plus 1 or 2 Meyer or regular lemons, sliced into 8 thin rounds', '1 tablespoon minced fresh dill', '1 tablespoon pink or regular sea salt', '1/2 cup mayonnaise, preferably Hellmann’s', '1/2 cup sour cream', '1 tablespoon fresh Meyer or regular lemon juice, or to taste', '1 teaspoon minced fresh dill', '1 teaspoon sea salt', '1/2 teaspoon freshly ground black pepper', '2 English cucumbers, peeled in stripes, halved, and cut into 1/4-inch dice', '1 tablespoon minced chives']","Preheat oven to 200°C. Lightly butter 1 side of each bread slice. Place 2 bread slices, buttered side down, on work surface. Top each with 2 prosciutto slices, then 4 basil leaves, then 4 cheese slices. Sprinkle with salt and crushed red pepper. Top with remaining 2 bread slices, buttered side up. Heat olive oil in heavy large ovenproof skillet over medium-high heat. Add sandwiches to skillet and cook until golden on bottom, about 4 minutes. Turn sandwiches over; transfer skillet to oven and bake until golden and cheese melts, about 5 minutes. Remove from oven. Carefully lift off top bread slices from sandwiches and insert 3 tomato slices into each, then cover with bread tops and serve."
guacamole,"['2 large ripe avocados (about 1 1/2 pounds), halved, pitted, peeled', '1 tablespoon fresh lime juice', '1 ear of fresh corn', '1 plum tomato, seeded, diced', '2 green onions, chopped', '1 canned chipotle chile, finely chopped*', '1/4 cup sour cream']","Preheat oven to 200°C. Lightly butter 1 side of each bread slice. Place 2 bread slices, buttered side down, on work surface. Top each with 2 prosciutto slices, then 4 basil leaves, then 4 cheese slices. Sprinkle with salt and crushed red pepper. Top with remaining 2 bread slices, buttered side up. Heat olive oil in heavy large ovenproof skillet over medium-high heat. Add sandwiches to skillet and cook until golden on bottom, about 4 minutes. Turn sandwiches over; transfer skillet to oven and bake until golden and cheese melts, about 5 minutes. Remove from oven. Carefully lift off top bread slices from sandwiches and insert 3 tomato slices into each, then cover with bread tops and serve."
gyoza,"['1 packet 50 gyoza wrappers', '1/8 cabbage', '1 teaspoon salt', '400 g lean pork or chicken', '1/2 bunch garlic chives, finely chopped', '4 dried shiitake mushrooms, soaked in hot water and finely chopped', '1 tablespoon grated ginger', '2 teaspoons soy sauce', '2 teaspoons sesame oil, plus 2 teaspoons extra, for cooking', 'Pinch of salt', '2 tablespoons soy sauce', '2 tablespoons rice vinegar', 'La-yu (Japanese chilli oil), optional']","Preheat oven to 200°C. Lightly butter 1 side of each bread slice. Place 2 bread slices, buttered side down, on work surface. Top each with 2 prosciutto slices, then 4 basil leaves, then 4 cheese slices. Sprinkle with salt and crushed red pepper. Top with remaining 2 bread slices, buttered side up. Heat olive oil in heavy large ovenproof skillet over medium-high heat. Add sandwiches to skillet and cook until golden on bottom, about 4 minutes. Turn sandwiches over; transfer skillet to oven and bake until golden and cheese melts, about 5 minutes. Remove from oven. Carefully lift off top bread slices from sandwiches and insert 3 tomato slices into each, then cover with bread tops and serve."
hamburger,"['1 1/4 pounds ground chuck', '1 1/4 pounds ground sirloin', 'Coarse salt (kosher or sea) and freshly ground black pepper', 'N/A freshly ground black pepper', '1/2 medium-size onion, cut into 8 thin wedges', '16 slices sandwich bread', '3 tablespoons butter, melted (optional)', '1 large or 2 medium-size gorgeous, luscious, ripe red tomatoes, thinly sliced', '8 Boston lettuce leaves or iceberg lettuce slices', 'Cheese Sauce (optional)']","1. Set up the grill for direct grilling and preheat to high.
2. Place the chuck and sirloin in a large mixing bowl and mix with a wooden spoon, or mix the meat in a stand mixer fitted with a dough hook. If possible, avoid mixing the meat with your hands so your fingers don't warm it.
3. Wet your hands with cold water and divide the meat into 8 equal portions. Working quickly and with a light touch, pat each portion into a 1/2-inch-thick squarish patty. Generously season each patty on both sides with salt and pepper. Press an onion wedge into one side of each patty so that it's flush with the meat.
4. Lightly brush the bread slices with the butter, if using. Arrange the tomatoes and lettuce leaves on an attractive serving platter.
5. When ready to cook, brush and oil the grill grate. Place the burgers on the hot grate, onion side down. Grill the burgers until cooked to taste, 3 to 4 minutes per side for medium-rare. To test for doneness, insert an instant-read meat thermometer through the side of a burger into the center. The internal temperature should be about 60°C for medium-rare or, if using commercial ground beef, cook it to at least medium, 160°C.
6. Meanwhile, place the bread slices on the hot grate and grill until lightly toasted, 1 to 2 minutes per side.
7. To serve, place a lettuce leaf on top of a slice of toast. Top with a burger, tomato slice, and Cheese Sauce , if using. Slap a piece of toast on top and serve at once."
hot_dog,"['1/4 cup olive oil', '6 garlic cloves, chopped', '1 tomato, halved, seeded, chopped', '1/3 cup fresh lime juice', '1/3 cup fresh orange juice', '1/2 teaspoon ground cumin', 'Coarse kosher salt', '6 grilled hot dog buns', '1 1/2 cups finely shredded romaine lettuce', '6 grilled all-beef hot dogs', '2 avocados, halved, pitted, diced', '2/3 cup finely chopped peeled cored pineapple']","1. Set up the grill for direct grilling and preheat to high.
2. Place the chuck and sirloin in a large mixing bowl and mix with a wooden spoon, or mix the meat in a stand mixer fitted with a dough hook. If possible, avoid mixing the meat with your hands so your fingers don't warm it.
3. Wet your hands with cold water and divide the meat into 8 equal portions. Working quickly and with a light touch, pat each portion into a 1/2-inch-thick squarish patty. Generously season each patty on both sides with salt and pepper. Press an onion wedge into one side of each patty so that it's flush with the meat.
4. Lightly brush the bread slices with the butter, if using. Arrange the tomatoes and lettuce leaves on an attractive serving platter.
5. When ready to cook, brush and oil the grill grate. Place the burgers on the hot grate, onion side down. Grill the burgers until cooked to taste, 3 to 4 minutes per side for medium-rare. To test for doneness, insert an instant-read meat thermometer through the side of a burger into the center. The internal temperature should be about 60°C for medium-rare or, if using commercial ground beef, cook it to at least medium, 160°C.
6. Meanwhile, place the bread slices on the hot grate and grill until lightly toasted, 1 to 2 minutes per side.
7. To serve, place a lettuce leaf on top of a slice of toast. Top with a burger, tomato slice, and Cheese Sauce , if using. Slap a piece of toast on top and serve at once."
huevos_rancheros,"['1/2 cup organic plain whole-milk kefir', '3/4 cup loosely packed chopped cilantro', '1/2 cup diced red onion', 'Maldon sea salt', '3 medium tomatoes, chopped', 'Juice of 1/2 lime', '1 cup refried beans', '3 tablespoons extra virgin olive oil', '4 corn tortillas', '4 large brown eggs', '1 avocado, pitted, peeled, and sliced', '1/2 cup shredded Monterey Jack cheese']","1. Set up the grill for direct grilling and preheat to high.
2. Place the chuck and sirloin in a large mixing bowl and mix with a wooden spoon, or mix the meat in a stand mixer fitted with a dough hook. If possible, avoid mixing the meat with your hands so your fingers don't warm it.
3. Wet your hands with cold water and divide the meat into 8 equal portions. Working quickly and with a light touch, pat each portion into a 1/2-inch-thick squarish patty. Generously season each patty on both sides with salt and pepper. Press an onion wedge into one side of each patty so that it's flush with the meat.
4. Lightly brush the bread slices with the butter, if using. Arrange the tomatoes and lettuce leaves on an attractive serving platter.
5. When ready to cook, brush and oil the grill grate. Place the burgers on the hot grate, onion side down. Grill the burgers until cooked to taste, 3 to 4 minutes per side for medium-rare. To test for doneness, insert an instant-read meat thermometer through the side of a burger into the center. The internal temperature should be about 60°C for medium-rare or, if using commercial ground beef, cook it to at least medium, 160°C.
6. Meanwhile, place the bread slices on the hot grate and grill until lightly toasted, 1 to 2 minutes per side.
7. To serve, place a lettuce leaf on top of a slice of toast. Top with a burger, tomato slice, and Cheese Sauce , if using. Slap a piece of toast on top and serve at once."
hummus,"['2 cups drained well-cooked or canned chickpeas, liquid reserved', '1/2 cup tahini (sesame paste), optional, with some of its oil', '1/4 cup extra-virgin olive oil, plus oil for drizzling', '2 cloves garlic, peeled, or to taste', 'Salt and freshly ground black pepper to taste', '1 tablespoon ground cumin or paprika, or to taste, plus a sprinkling for garnish', 'Juice of 1 lemon, plus more as needed', 'Chopped fresh parsley leaves for garnish']","1. Set up the grill for direct grilling and preheat to high.
2. Place the chuck and sirloin in a large mixing bowl and mix with a wooden spoon, or mix the meat in a stand mixer fitted with a dough hook. If possible, avoid mixing the meat with your hands so your fingers don't warm it.
3. Wet your hands with cold water and divide the meat into 8 equal portions. Working quickly and with a light touch, pat each portion into a 1/2-inch-thick squarish patty. Generously season each patty on both sides with salt and pepper. Press an onion wedge into one side of each patty so that it's flush with the meat.
4. Lightly brush the bread slices with the butter, if using. Arrange the tomatoes and lettuce leaves on an attractive serving platter.
5. When ready to cook, brush and oil the grill grate. Place the burgers on the hot grate, onion side down. Grill the burgers until cooked to taste, 3 to 4 minutes per side for medium-rare. To test for doneness, insert an instant-read meat thermometer through the side of a burger into the center. The internal temperature should be about 60°C for medium-rare or, if using commercial ground beef, cook it to at least medium, 160°C.
6. Meanwhile, place the bread slices on the hot grate and grill until lightly toasted, 1 to 2 minutes per side.
7. To serve, place a lettuce leaf on top of a slice of toast. Top with a burger, tomato slice, and Cheese Sauce , if using. Slap a piece of toast on top and serve at once."
ice_cream,"['¾ cup (15 g) coarsely chopped mint', '2 cups (or more) heavy cream, divided', '4 oz. bittersweet chocolate (65%–75% cacao), coarsely chopped', '1 (14-oz.) can sweetened condensed milk', '1 tsp. kosher salt', '½ cup (40 g) Dutch-process cocoa powder']","1. Set up the grill for direct grilling and preheat to high.
2. Place the chuck and sirloin in a large mixing bowl and mix with a wooden spoon, or mix the meat in a stand mixer fitted with a dough hook. If possible, avoid mixing the meat with your hands so your fingers don't warm it.
3. Wet your hands with cold water and divide the meat into 8 equal portions. Working quickly and with a light touch, pat each portion into a 1/2-inch-thick squarish patty. Generously season each patty on both sides with salt and pepper. Press an onion wedge into one side of each patty so that it's flush with the meat.
4. Lightly brush the bread slices with the butter, if using. Arrange the tomatoes and lettuce leaves on an attractive serving platter.
5. When ready to cook, brush and oil the grill grate. Place the burgers on the hot grate, onion side down. Grill the burgers until cooked to taste, 3 to 4 minutes per side for medium-rare. To test for doneness, insert an instant-read meat thermometer through the side of a burger into the center. The internal temperature should be about 60°C for medium-rare or, if using commercial ground beef, cook it to at least medium, 160°C.
6. Meanwhile, place the bread slices on the hot grate and grill until lightly toasted, 1 to 2 minutes per side.
7. To serve, place a lettuce leaf on top of a slice of toast. Top with a burger, tomato slice, and Cheese Sauce , if using. Slap a piece of toast on top and serve at once."
lasagna,"['1 large onion, coarsely chopped', '1 medium carrot, peeled, coarsely chopped', '1 celery stalk, coarsely chopped', '2 tablespoons olive oil', '1 pound ground beef chuck', '1 pound ground pork', '4 ounces pancetta (Italian bacon), finely chopped', 'Kosher salt, freshly ground pepper', '1 cup dry white wine', '1 cup whole milk', '1 14.5-ounce can crushed tomatoes', '3 cups low-sodium chicken broth, divided', '1/2 teaspoons kosher salt', '3 cups all-purpose flour, plus more', '4 large eggs, room temperature', '5 tablespoons unsalted butter', '1/4 cup all-purpose flour', '4 cups whole milk, warmed', 'Pinch of freshly ground nutmeg', 'Kosher salt', 'Kosher salt', 'Unsalted butter, room temperature (for dish)', '2 cups finely grated Parmesan', 'A pasta maker']","Make the Bolognese sauce Pulse onion, carrot, and celery in a food processor until finely chopped.
Heat olive oil in a large heavy pot over medium heat. Add ground beef, ground pork, pancetta, and vegetables; cook, breaking up ground meat with a spoon, until moisture is almost completely evaporated and meat is well browned, 25–30 minutes; season with salt and pepper.
Add wine to pot and bring to a boil, scraping up browned bits from bottom of pot, about 2 minutes. Add milk; bring to a boil, reduce heat, and simmer until moisture is almost completely evaporated, 8–10 minutes. Add tomatoes and 2 cups broth; bring to a boil, reduce heat, and simmer, adding water by 1/2-cupfuls if sauce looks dry, until flavors meld and sauce thickens, 2 1/2–3 hours.
Let sauce cool, then cover and chill at least 12 hours or up to 2 days. (Letting the sauce sit will give it a deeper, richer flavor.)
Make the fresh pasta dough Whisk salt and 3 cups flour in a large bowl, make a well in the center, and crack eggs into well. Mix eggs with a fork, then slowly mix in flour until a shaggy dough forms. Turn out dough onto a lightly floured surface and knead, dusting lightly with flour if sticky, until smooth, about 5 minutes (it will be fairly stiff). Wrap in plastic; let sit until dough holds an indentation when pressed, 1–2 hours.
Chill dough if you are not rolling it out right away. Bring to room temperature before rolling out, about 1 hour.
Make the noodles Set pasta maker to thickest setting; dust lightly with flour. Divide dough into 4 pieces. Working with 1 piece at a time and keeping remaining dough wrapped in plastic as you work, flatten dough into a narrow rectangle (no wider than mouth of machine); pass through rollers . Fold dough as needed to fit and run through again. Repeat without folding, adjusting machine to thinner settings after every pass and dusting with flour if sticky, until pasta sheet is 1/16"" thick (setting 8 on most machines). Place pasta sheets on a lightly floured surface and cut crosswise into 16 8""-long noodles.
If making noodles ahead, stack on a baking sheet with a piece of parchment paper between each layer. Cover with plastic wrap; chill.
Make the béchamel Heat butter in a medium saucepan over medium heat until foaming. Add flour and cook, whisking constantly, 1 minute. Whisk in warm milk, 1/2-cupful at a time. Bring sauce to a boil, reduce heat, and simmer, whisking often, until the consistency of cream, 8–10 minutes; add nutmeg and season with salt. Remove from heat, transfer to a medium bowl, and press plastic wrap directly onto surface; let cool slightly. Chill if not using right away.
Reheat the sauces Combine Bolognese sauce and remaining 1 cup broth in a large saucepan over medium heat, and heat until sauce is warmed through.
Meanwhile, if you made the béchamel ahead of time, heat in a medium saucepan over low heat just until warmed through (you don't want to let it boil).
Cook the noodles Working in batches, cook fresh lasagna noodles in a large pot of boiling salted water until just softened, about 10 seconds. Remove carefully with tongs and transfer to a large bowl of ice water; let cool. Drain noodles and stack on a baking sheet, with paper towels between each layer, making sure noodles don't touch (they'll stick together).
Assemble the lasagna Preheat oven to 180°C. Coat a 13x9"" baking dish with butter.
Spread 1/4 cup béchamel in the prepared baking dish. Top with a layer of noodles, spread over a scant 3/4 cup Bolognese sauce, then 1/2 cup béchamel, and top with 1/4 cup Parmesan. Repeat process 7 more times, starting with noodles and ending with Parmesan, for a total of 8 layers. Place baking dish on a rimmed baking sheet and bake lasagna until bubbling and beginning to brown on top, 50–60 minutes. Let lasagna sit 45 minutes before serving.
Lasagna can be assembled 12 hours ahead. Cover and chill. Let sit at room temperature 2 hours before baking. Cook, covered with foil until the last 20 minutes, then finish cooking uncovered."
lobster_bisque,"['2 1 1/4-pound lobsters (female if you have a choice; you want the roe)', '4 tablespoons (1/2 stick) unsalted butter, divided', '1 large shallot, chopped', '1 tablespoon brandy or Cognac', '2 sprigs thyme', '2 cups half-and-half', 'Kosher salt', 'Freshly ground white pepper', 'Tabasco']","Make the Bolognese sauce Pulse onion, carrot, and celery in a food processor until finely chopped.
Heat olive oil in a large heavy pot over medium heat. Add ground beef, ground pork, pancetta, and vegetables; cook, breaking up ground meat with a spoon, until moisture is almost completely evaporated and meat is well browned, 25–30 minutes; season with salt and pepper.
Add wine to pot and bring to a boil, scraping up browned bits from bottom of pot, about 2 minutes. Add milk; bring to a boil, reduce heat, and simmer until moisture is almost completely evaporated, 8–10 minutes. Add tomatoes and 2 cups broth; bring to a boil, reduce heat, and simmer, adding water by 1/2-cupfuls if sauce looks dry, until flavors meld and sauce thickens, 2 1/2–3 hours.
Let sauce cool, then cover and chill at least 12 hours or up to 2 days. (Letting the sauce sit will give it a deeper, richer flavor.)
Make the fresh pasta dough Whisk salt and 3 cups flour in a large bowl, make a well in the center, and crack eggs into well. Mix eggs with a fork, then slowly mix in flour until a shaggy dough forms. Turn out dough onto a lightly floured surface and knead, dusting lightly with flour if sticky, until smooth, about 5 minutes (it will be fairly stiff). Wrap in plastic; let sit until dough holds an indentation when pressed, 1–2 hours.
Chill dough if you are not rolling it out right away. Bring to room temperature before rolling out, about 1 hour.
Make the noodles Set pasta maker to thickest setting; dust lightly with flour. Divide dough into 4 pieces. Working with 1 piece at a time and keeping remaining dough wrapped in plastic as you work, flatten dough into a narrow rectangle (no wider than mouth of machine); pass through rollers . Fold dough as needed to fit and run through again. Repeat without folding, adjusting machine to thinner settings after every pass and dusting with flour if sticky, until pasta sheet is 1/16"" thick (setting 8 on most machines). Place pasta sheets on a lightly floured surface and cut crosswise into 16 8""-long noodles.
If making noodles ahead, stack on a baking sheet with a piece of parchment paper between each layer. Cover with plastic wrap; chill.
Make the béchamel Heat butter in a medium saucepan over medium heat until foaming. Add flour and cook, whisking constantly, 1 minute. Whisk in warm milk, 1/2-cupful at a time. Bring sauce to a boil, reduce heat, and simmer, whisking often, until the consistency of cream, 8–10 minutes; add nutmeg and season with salt. Remove from heat, transfer to a medium bowl, and press plastic wrap directly onto surface; let cool slightly. Chill if not using right away.
Reheat the sauces Combine Bolognese sauce and remaining 1 cup broth in a large saucepan over medium heat, and heat until sauce is warmed through.
Meanwhile, if you made the béchamel ahead of time, heat in a medium saucepan over low heat just until warmed through (you don't want to let it boil).
Cook the noodles Working in batches, cook fresh lasagna noodles in a large pot of boiling salted water until just softened, about 10 seconds. Remove carefully with tongs and transfer to a large bowl of ice water; let cool. Drain noodles and stack on a baking sheet, with paper towels between each layer, making sure noodles don't touch (they'll stick together).
Assemble the lasagna Preheat oven to 180°C. Coat a 13x9"" baking dish with butter.
Spread 1/4 cup béchamel in the prepared baking dish. Top with a layer of noodles, spread over a scant 3/4 cup Bolognese sauce, then 1/2 cup béchamel, and top with 1/4 cup Parmesan. Repeat process 7 more times, starting with noodles and ending with Parmesan, for a total of 8 layers. Place baking dish on a rimmed baking sheet and bake lasagna until bubbling and beginning to brown on top, 50–60 minutes. Let lasagna sit 45 minutes before serving.
Lasagna can be assembled 12 hours ahead. Cover and chill. Let sit at room temperature 2 hours before baking. Cook, covered with foil until the last 20 minutes, then finish cooking uncovered."
lobster_roll_sandwich,"['Kosher salt', '3 live Maine lobsters, 1 1/4 pound each', '3 tablespoons mayonnaise, plus more if desired', '2 tablespoons lemon juice', '1/4 cup finely diced celery', '1 tablespoon chopped fresh tarragon', 'Dash cayenne pepper, plus more to taste', '1/4 teaspoon freshly ground black pepper', '4 split-top, white hot dog buns', '2 tablespoons unsalted butter, room temperature']","Make the Bolognese sauce Pulse onion, carrot, and celery in a food processor until finely chopped.
Heat olive oil in a large heavy pot over medium heat. Add ground beef, ground pork, pancetta, and vegetables; cook, breaking up ground meat with a spoon, until moisture is almost completely evaporated and meat is well browned, 25–30 minutes; season with salt and pepper.
Add wine to pot and bring to a boil, scraping up browned bits from bottom of pot, about 2 minutes. Add milk; bring to a boil, reduce heat, and simmer until moisture is almost completely evaporated, 8–10 minutes. Add tomatoes and 2 cups broth; bring to a boil, reduce heat, and simmer, adding water by 1/2-cupfuls if sauce looks dry, until flavors meld and sauce thickens, 2 1/2–3 hours.
Let sauce cool, then cover and chill at least 12 hours or up to 2 days. (Letting the sauce sit will give it a deeper, richer flavor.)
Make the fresh pasta dough Whisk salt and 3 cups flour in a large bowl, make a well in the center, and crack eggs into well. Mix eggs with a fork, then slowly mix in flour until a shaggy dough forms. Turn out dough onto a lightly floured surface and knead, dusting lightly with flour if sticky, until smooth, about 5 minutes (it will be fairly stiff). Wrap in plastic; let sit until dough holds an indentation when pressed, 1–2 hours.
Chill dough if you are not rolling it out right away. Bring to room temperature before rolling out, about 1 hour.
Make the noodles Set pasta maker to thickest setting; dust lightly with flour. Divide dough into 4 pieces. Working with 1 piece at a time and keeping remaining dough wrapped in plastic as you work, flatten dough into a narrow rectangle (no wider than mouth of machine); pass through rollers . Fold dough as needed to fit and run through again. Repeat without folding, adjusting machine to thinner settings after every pass and dusting with flour if sticky, until pasta sheet is 1/16"" thick (setting 8 on most machines). Place pasta sheets on a lightly floured surface and cut crosswise into 16 8""-long noodles.
If making noodles ahead, stack on a baking sheet with a piece of parchment paper between each layer. Cover with plastic wrap; chill.
Make the béchamel Heat butter in a medium saucepan over medium heat until foaming. Add flour and cook, whisking constantly, 1 minute. Whisk in warm milk, 1/2-cupful at a time. Bring sauce to a boil, reduce heat, and simmer, whisking often, until the consistency of cream, 8–10 minutes; add nutmeg and season with salt. Remove from heat, transfer to a medium bowl, and press plastic wrap directly onto surface; let cool slightly. Chill if not using right away.
Reheat the sauces Combine Bolognese sauce and remaining 1 cup broth in a large saucepan over medium heat, and heat until sauce is warmed through.
Meanwhile, if you made the béchamel ahead of time, heat in a medium saucepan over low heat just until warmed through (you don't want to let it boil).
Cook the noodles Working in batches, cook fresh lasagna noodles in a large pot of boiling salted water until just softened, about 10 seconds. Remove carefully with tongs and transfer to a large bowl of ice water; let cool. Drain noodles and stack on a baking sheet, with paper towels between each layer, making sure noodles don't touch (they'll stick together).
Assemble the lasagna Preheat oven to 180°C. Coat a 13x9"" baking dish with butter.
Spread 1/4 cup béchamel in the prepared baking dish. Top with a layer of noodles, spread over a scant 3/4 cup Bolognese sauce, then 1/2 cup béchamel, and top with 1/4 cup Parmesan. Repeat process 7 more times, starting with noodles and ending with Parmesan, for a total of 8 layers. Place baking dish on a rimmed baking sheet and bake lasagna until bubbling and beginning to brown on top, 50–60 minutes. Let lasagna sit 45 minutes before serving.
Lasagna can be assembled 12 hours ahead. Cover and chill. Let sit at room temperature 2 hours before baking. Cook, covered with foil until the last 20 minutes, then finish cooking uncovered."
macaroni_and_cheese,"['6 tablespoons unsalted butter, plus more to grease the baking dish', '1 cup panko bread crumbs', '24 ounces sharp or extra-sharp Cheddar, grated (about 9 cups total)', '1 pound elbow macaroni', '3 1/4 cups whole milk', '3 tablespoons all-purpose flour', '1 1/2 teaspoons dry mustard', '1 teaspoon fine sea salt', '1/2 teaspoon freshly ground black pepper', 'Equipment: 9- by 13-inch baking dish, flat-edged wooden spoon or heat-safe rubber spatula']","Preheat the oven to 180°C. Lightly butter a 9- by 13-inch baking dish.
In a small saucepan over moderate heat, melt 3 tablespoons of the butter. Place the panko bread crumbs in a small bowl, drizzle with the melted butter, and toss to combine. Add a handful of the grated cheese to the bowl, toss to combine, and set aside.
In a large pot of boiling salted water, cook the elbow macaroni until al dente. Drain the noodles, without rinsing, then return them to the pot they were cooked in.
In a small saucepan over moderate heat, warm the milk just until it starts to steam and form tiny bubbles around its edges—be careful not to let the milk come to a boil. Remove from the heat.
In a medium saucepan over moderate heat, melt the remaining 3 tablespoons of butter. Add the flour and use a flat-edged wooden spoon or heat-safe rubber spatula to stir the mixture together, scraping the bottom of the pan to prevent burning, just until it starts to turn a light brown color, about 3 minutes. Slowly add the warm milk and stir constantly until the sauce thickens, about 3 minutes. Remove from the heat and stir in the dry mustard, salt, and pepper. Add the remaining grated cheese and stir until it's completely melted. Adjust the seasoning to taste. Pour the cheese sauce over the cooked elbow macaroni and gently stir to coat the noodles in the sauce.
Pour the macaroni and cheese into the prepared baking dish and top with the panko-cheese mixture. Bake until light golden brown and bubbling, about 30 minutes. Serve hot. DO AHEAD: Macaroni and cheese can be made ahead, put into the baking dish, cooled completely, and kept, covered in the refrigerator, for 2 days. Do not add the bread crumbs until ready to bake. (Chilled Macaroni and Cheese may take longer than 30 minutes to be fully cooked.)"
macarons,"['2 cups powdered sugar, divided', '1 1/4 cups slivered almonds', '3 tablespoons natural unsweetened cocoa powder', '1/3 cup plus 3 tablespoons egg whites (from about 3 large eggs), room temperature, whisked to loosen', '1/4 cup sugar', '3 1/2 ounces bittersweet chocolate (do not exceed 61% cacao), finely chopped', '2 tablespoons (1/4 stick) cold unsalted butter, cut into 1/2"" cubes', '1/2 cup heavy cream', '1 tablespoon finely grated orange zest', '1/2 teaspoon ground cloves', '1/8 teaspoon ground allspice', '1/8 teaspoon kosher salt', 'Gold dust (optional)', 'Ingredient info: Gold dust is available at specialty foods stores and lusterdust.com.']","Arrange racks in lower and upper thirds of oven; preheat to 160°C. Line 3 rimless baking sheets with parchment paper. Pulse 1 cup powdered sugar and almonds in a food processor until nuts are very finely ground (but not to a paste), 60-90 seconds. Add cocoa powder and remaining 1 cup powdered sugar; process to blend well. Sift mixture through a medium-mesh strainer into a large bowl; discard larger almond pieces remaining in strainer (if more than 1 tablespoon remains, pulse nuts again in processor and re-sift).
Using an electric mixer, beat 1/3 cup egg whites in a medium bowl on medium speed until white and frothy, about 1 minute. With mixer on medium-low speed, gradually add sugar by tablespoonfuls. Increase speed to medium-high; beat until firm peaks form.
Stir in remaining 3 tablespoons egg whites. Fold meringue into dry ingredients in 2 additions, mixing well between additions.
Spoon meringue into a pastry bag fitted with a 1/4"" tip. (Alternatively, spoon into a plastic freezer bag, then cut 1/4"" off a corner of bag.) Twist top of bag and pipe quarter size rounds onto 2 of the 3 prepared baking sheets, spacing 1"" apart. Let stand until tops appear dry, about 10 minutes.
Bake cookies, rotating sheets halfway through baking, until puffed and dry, about 16 minutes. Slide cookies on parchment onto a wire rack. Let cool completely. Repeat with remaining batter on third baking sheet.
Place chocolate and butter in a medium bowl. Bring cream just to a boil in a small saucepan over medium-high heat. Remove from heat; stir in orange zest, cloves, allspice, and salt. Pour hot cream mixture over chocolate and butter; whisk until smooth. Refrigerate until firm, about 20 minutes.
Spoon ganache into a pastry bag fitted with a 1/4"" tip. (Alternatively, spoon into a plastic freezer bag, then cut 1/4"" off a corner of bag.) Twist top of bag and pipe about 1 teaspoon ganache onto flat side of 1 cookie, leaving 1/4""-1/8"" plain border. Top with a second cookie, flat side down. Repeat with the remaining cookies and ganache. Brush tops with gold dust, if desired. Layer in an airtight container between sheets of parchment paper and refrigerate overnight. DO AHEAD: Can be made 2 days ahead. Keep chilled. Let return to room temperature before serving."
miso_soup,"['1 pound sweet potatoes', '1 tablespoon canola oil', '2 cloves garlic, chopped', '1 shallot, chopped', '1/8 teaspoon red pepper flakes', '1/2 teaspoon salt', '1/4 teaspoon freshly ground black pepper', '4 cups sliced bok choy', '1 cup bean sprouts', '1 cup edamame, shelled', '12 wonton wrappers', '3 tablespoons white miso, plus more to taste', '2 scallions, thinly sliced']","Heat oven to 190°C. Prick holes in potatoes. Bake on a baking sheet until soft, turning once, about 1 hour. Cool, then peel and mash. Heat oil in a small skillet over medium heat. Cook garlic and shallot, stirring, until fragrant, 1 to 2 minutes. Add pepper flakes. Stir garlic mixture, salt and pepper into potatoes. Place bok choy, sprouts and edamame in a pot with 2 cups water and set aside. Lay 1 wonton wrapper in palm of hand. Drop a heaping tablespoon of potato mixture in the center and make a fist to gather edges. Repeat with remaining wrappers and filling. Set dumplings on top of vegetables in pot. Bring to a boil. Cook, covered, until wrappers are translucent, 3 to 6 minutes. Divide veggies and dumplings among 4 bowls. Add 4 cups water to pot. Bring to a boil. Remove from heat. Add miso, stirring until it dissolves. Divide among bowls; top with scallions."
mussels,"['1/3 cup olive oil', '3 garlic cloves, thinly sliced', '1 pound tomatoes, cored, seeded, coarsely chopped', '2 tablespoons chili oil', '1/2 teaspoon fennel seeds, lightly crushed', 'Kosher salt', '3 pounds mussels, scrubbed, debearded', '2 tablespoons unsalted butter', '3 tablespoons finely chopped chives', '4 slices country-style bread, grilled']","Heat oven to 190°C. Prick holes in potatoes. Bake on a baking sheet until soft, turning once, about 1 hour. Cool, then peel and mash. Heat oil in a small skillet over medium heat. Cook garlic and shallot, stirring, until fragrant, 1 to 2 minutes. Add pepper flakes. Stir garlic mixture, salt and pepper into potatoes. Place bok choy, sprouts and edamame in a pot with 2 cups water and set aside. Lay 1 wonton wrapper in palm of hand. Drop a heaping tablespoon of potato mixture in the center and make a fist to gather edges. Repeat with remaining wrappers and filling. Set dumplings on top of vegetables in pot. Bring to a boil. Cook, covered, until wrappers are translucent, 3 to 6 minutes. Divide veggies and dumplings among 4 bowls. Add 4 cups water to pot. Bring to a boil. Remove from heat. Add miso, stirring until it dissolves. Divide among bowls; top with scallions."
